2022-04-14 0:27,,2022-04-14 0:27,2022-04-14 0:57,1,사고 ,강변북로 노들견우카페 늘봄어린이집 1차로 충돌사고 강변북로 한강대교북단→원효대교북단 일산 방향 -,126.9547493,37.52458763,
2022-04-14 2:03,,2022-04-14 2:04,2022-04-14 2:34,1,사고 ,강남대로 용산구강남구 한남대교북측 1차로 추돌사고 한강교량 한남대교남단→한남대교북단 강북 방향 -,127.0123879,37.52783926,
2022-04-14 2:14,,2022-04-14 2:14,2022-04-14 2:44,1,사고 ,문부1로 서귀포교회 NH농협은행 1차로 주의운전 교통사고 -,126.568987,33.254499,
2022-04-14 2:38,,2022-04-14 2:32,2022-04-14 3:02,1,사고 ,경부고속도로 163.5k 서울 부산 3,4차로 257.4 Km (남구미IC 방향) 츄레라 대 4.5톤 화물차 추돌사고 교통사고 -,128.3884604,36.06985354
2022-04-14 3:28,,2022-04-14 3:28,2022-04-14 3:58,1,사고 ,일반국도43호선 천현동사무소입구교차로 등기소입구교차로 1차로 주의운전 고장차량 -,127.2216862,37.52018,
2022-04-14 5:02,,2022-04-14 5:01,2022-04-14 5:31,1,사고 ,서해안고속도로 하행 비봉ic 진입로 서해안 서울방면 서해안 당진 방면 1차로 주의운전 교통사고 -,126.8769308,37.2429609,
2022-04-14 5:42,,2022-04-14 5:41,2022-04-14 6:11,1,사고 ,상화울길 강일IC 하남분기점 1차로 주의운전 교통사고 -,127.1872572,37.5339427,
2022-04-14 6:16,,2022-04-14 6:15,2022-04-14 6:45,1,사고 ,호남고속도로 내장산졸음쉼터 호남터널북측 2차로 116.2km(내장산IC방향) 주의운전 고장차량 -,126.7967085,35.4735551,
2022-04-14 6:27,,2022-04-14 6:27,2022-04-14 6:57,1,사고 ,광주원주고속도로 동곤지암IC 동곤지암IC 1차로 0km(방향) 주의운전 교통사고 -,127.4014518,37.3801875,
2022-04-14 6:58,,2022-04-14 6:56,2022-04-14 7:26,1,사고 ,노들로 노들길지하차도북측 노들길지하차도남측 2차로 고장차량 노들로 여의하류→여의상류 한강대교 방향 -,126.9188056,37.51726126,
2022-04-14 7:03,,2022-04-14 7:02,2022-04-14 7:32,1,사고 ,일반국도17호선 대전시노숙인상담센터 삼성네거리 3차로 후미 주의 고장 차량 -,127.4297509,36.3380217,
2022-04-14 7:11,,2022-04-14 10:00,2022-04-14 12:00,2,행사 ,사직로 광화문교차로 정부중앙청사앞교차로 1차로 장소: 고궁박물관 남측 / 행진 : 고궁박물관→경복궁역6번출구→정부서울청사→세종문화회관(인도) 집회 서울청,126.9746423,37.57584237,
2022-04-14 7:12,,2022-04-14 15:00,2022-04-14 16:30,2,행사 ,청계천로 동아일보사 청계광장 1차로 장소 : 청계광장 內 집회 서울청,126.9775196,37.56943688,
2022-04-14 7:15,,2022-04-14 14:00,2022-04-14 16:00,2,행사 ,의사당대로 국회의사당앞교차로 세계평화협력재단 1차로 장소 : 여의도 이룸센터 앞 / 행진 : 이룸센터 앞↔국민은행 동,서관 목길↔더민주당 및 국민의힘 당사(인도 및 하위1차로) 집회 서울청,126.9185684,37.52731629
2022-04-14 7:19,,2022-04-14 7:19,2022-04-14 7:49,1,사고 ,일반국도43호선 한내사거리 군내사거리 1,2차로 주의운전 교통사고 -,127.2039256,37.89541037
2022-04-14 7:21,,2022-04-14 7:20,2022-04-14 7:50,1,사고 ,한밭대로 한밭대교네거리 재뜰네거리 3차로 후미 밀림 교통사고 이륜차관련 추돌,127.4006343,36.35753415,
2022-04-14 7:26,,2022-04-14 7:26,2022-04-14 7:56,1,사고 ,일반국도43호선 포천3교 여성회관입구교차로 1,2차로 주의운전 교통사고 -,127.2110031,37.90547233
2022-04-14 7:27,,2022-04-14 7:27,2022-04-14 7:57,1,사고 ,일반국도6호선 남양주시양평군 조안IC동측 1차로 주의운전 교통사고 -,127.3069615,37.5339802,
2022-04-14 7:33,,2022-04-14 7:33,2022-04-14 8:03,1,사고 ,일반국도22호선 신촌동68229 공항입구교차로 1차로 주의운전 교통사고 -,126.8119589,35.1441849,
2022-04-14 7:40,,2022-04-14 7:40,2022-04-14 8:10,1,사고 ,오정로 오정동행정복지센터 농수산시장오거리 3차로 주의운전 교통사고 -,127.4070305,36.3574593,
2022-04-14 7:40,,2022-04-14 7:40,2022-04-14 8:10,1,사고 ,10용사로 서동탄역사거리 태안중앙교회앞교차로 1차로 주의운전 교통사고 -,127.0508737,37.2012729,
2022-04-14 7:41,,2022-04-14 7:41,2022-04-14 8:11,1,사고 ,수도권1순환고속도로 송추ic 호원IC 진행방향 전체차로 사패산터널 내 4차로 고장차량 고장차량 -,126.9690508,37.7144953,
2022-04-14 7:45,,2022-04-14 7:44,2022-04-14 8:14,1,사고 ,청계산로 판교ic 양재ic 진행방향 전체차로 주의운전 고장차량 -,127.0653562,37.4352046,
2022-04-14 7:55,,2022-04-14 7:54,2022-04-14 8:24,1,사고 ,한글비석로 노원자동차검사소앞교차로 대진고교앞교차로 3차로 승용차 관련. 후미 지체 교통사고 서울청,127.0741539,37.63805315,
2022-04-14 7:58,,2022-04-14 7:57,2022-04-14 8:27,1,사고 ,동부간선도로 수서IC 자곡IC 3차로 주의운전 교통사고 서울청,127.1085226,37.48562303,
2022-04-14 7:59,,2022-04-14 7:59,2022-04-14 8:29,1,사고 ,올림픽대로 성수대교 영동대교 4차로 (승용차-승용차) 후미 지체 교통사고 서울청,127.0464246,37.52953818,
2022-04-14 8:34,,2022-04-14 8:34,2022-04-14 9:04,1,사고 ,내부순환도로 홍지문터널안 성산대교 2차로 지체 고장 차량 서울청,126.9591281,37.5956013,
2022-04-14 8:36,,2022-04-14 8:34,2022-04-14 9:04,1,사고 ,광주원주고속도로 대신 광주휴계소방면 2차로 0km(방향) 주의운전 고장차량 -,127.5875821,37.3854124,
2022-04-14 8:36,,2022-04-14 8:36,2022-04-14 9:06,1,사고 ,일반국도43호선 도림삼거리 구리평안교회 1차로 주의운전 교통사고 -,127.1306465,37.5885215,
2022-04-14 8:41,,2022-04-14 8:41,2022-04-14 9:11,1,사고 ,중부고속도로 대소분기점 진천IC 1차로 285km(진천IC방향) 주의운전 교통사고 -,127.4761111,36.90361111,
2022-04-14 8:43,,2022-04-14 8:43,2022-04-14 9:13,1,사고 ,영동고속도로 서창JC서측 서창JC남측 1차로 0km(방향) 주의운전 교통사고 -,126.7369959,37.4321937,
2022-04-14 8:45,,2022-04-14 8:43,2022-04-14 9:13,1,사고 ,증산로 상암사거리 월드컵터널북측 3차로 승용차 관련. 후미 서행 교통사고 서울청,126.8982503,37.57298789,
2022-04-14 8:47,,2022-04-14 8:47,2022-04-14 9:17,1,사고 ,올림픽대로 동작지하차도 동작대교JC 1차로 주의운전 고장차량 -,126.9784369,37.5044632,
2022-04-14 8:48,,2022-04-14 8:47,2022-04-14 9:17,1,사고 ,도산대로 영동대교남단삼거리 청담사거리 4차로 6차로 (승용차-승용차) 후미 서행 교통사고 서울청,127.0528927,37.52494937,
2022-04-14 8:55,,2022-04-14 8:55,2022-04-14 9:25,1,사고 ,순환로 은행동제5공영주차장 황송터널 1차로 도로공사중 차로감소 주의요망 교통사고 -,127.1738353,37.45151898,
2022-04-14 9:03,,2022-04-14 9:03,2022-04-14 9:33,1,사고 ,경부고속도로 봉산졸음쉼터 김천ic 3차로 0km(김천IC방향) 갓길 고장차량 정차중으로 안전운전 바랍니다 고장차량 -,128.04841,36.1419206,
2022-04-14 9:05,,2022-04-14 9:05,2022-04-14 9:35,1,사고 ,인주로 길병원사거리 시청입구삼거리 1차로 주의운전 고장차량 -,126.7076272,37.45004766,
2022-04-14 9:11,,2022-04-14 9:09,2022-04-14 9:39,1,사고 ,동부간선도로 수서지하차도북측 탄천2고가교남측 2차로 추돌사고 분당수서로 수서→탄천1교 청담대교 방향 -,127.0838545,37.49871673,
2022-04-14 9:12,,2022-04-14 9:12,2022-04-14 9:42,1,사고 ,서울외곽순환고속도로 대장철교 일산IC 1차로 0km(일산IC방향) 주의운전 고장차량 -,126.804654,37.633909,
2022-04-14 9:18,,2022-04-14 9:16,2022-04-14 9:46,1,사고 ,경부고속도로 양재IC 서초IC 1차로 추돌사고 경부고속도로 양재IC→서초IC 서울 방향 -,127.0320489,37.47198219,
2022-04-14 9:20,,2022-04-14 9:20,2022-04-14 9:50,1,사고 ,인하로 농산물시장사거리 남동경찰서사거리 1차로 주의운전 고장차량 -,126.7062345,37.44196863,
2022-04-14 9:22,,2022-04-14 9:21,2022-04-14 9:51,1,사고 ,이예로 가대교차로 달천교차로 2차로 주의운전 교통사고 -,129.3113303,35.6095007,
2022-04-14 9:23,,2022-04-14 9:22,2022-04-14 9:52,1,사고 ,제2경인고속도로 남동IC서측 미추홀구연수구 2차로  지체 서행 주의운전 고장 차량 -,126.6983015,37.43348528,
2022-04-14 9:31,,2022-04-14 9:30,2022-04-14 10:00,1,사고 ,중앙대로 OK종합상사 신길고가교 4차로 주의운전 교통사고 -,126.7642835,37.3344412,
2022-04-14 9:33,,2022-04-14 9:32,2022-04-14 10:02,1,사고 ,경부고속도로 양재IC 서초IC 5차로 주의운전 교통사고 서울청,127.032823,37.4711936,
2022-04-14 9:34,,2022-04-14 9:33,2022-04-14 10:03,1,사고 ,경부고속도로 판교IC남측 서울TG 6차로 0km(판교IC방향) 갓길 자전거 통행 구조작업 -,127.1029895,37.3770738,
2022-04-14 9:35,,2022-04-14 9:35,2022-04-14 10:05,1,사고 ,논현고잔로 속성변화점 IBK기업은행남동중앙지점 1차로 주의운전 고장차량 -,126.7148655,37.3979394,
2022-04-14 9:38,,2022-04-14 9:38,2022-04-14 10:08,1,사고 ,세종대로 프레스센터 무교동 1차로 주의운전 교통사고 -,126.9772451,37.5679239,
2022-04-14 9:39,,2022-04-14 9:38,2022-04-14 10:08,1,사고 ,논현고잔로 속성변화점 논현고잔로1 1차로 주의운전 고장차량 -,126.7113618,37.3870917,
2022-04-14 9:43,,2022-04-14 9:43,2022-04-14 10:13,1,사고 ,내부순환도로 정릉터널북측 종로구성북구 2차로 고장차량 내부순환로 정릉터널 입구→홍지문터널 입구 성산 방향 -,126.9868511,37.60909097,
2022-04-14 9:44,,2022-04-14 9:44,2022-04-14 10:14,1,사고 ,효령로 도구로입구 엔지니어링기술진흥회 1차로 주의운전 고장차량 -,126.9892446,37.4787502,
2022-04-14 9:45,,2022-04-14 9:44,2022-04-14 10:14,1,사고 ,남해고속도로 진영휴게소 동창원IC 4차로 0km(진영JC방향) 주의운전 고장차량 -,128.7055981,35.2792472,
2022-04-14 9:50,,2022-04-14 9:50,2022-04-14 10:20,1,사고 ,논현고잔로 논현고잔로52 논현고잔로1 2차로 주의운전 고장 차량 -,126.7113322,37.38707378,
2022-04-14 9:52,,2022-04-14 9:51,2022-04-14 10:21,1,사고 ,올림픽대로 한강대교 동작대교 2차로 (화물차) 후미 지체 고장 차량 서울청,126.9635065,37.51063863,
2022-04-14 9:52,,2022-04-14 10:22,2022-04-14 10:22,1,사고 ,호구포로 해안지하차도 SOil에스제이에너지 1차로 주의운전 고장차량 -,126.6979968,37.3855658,
2022-04-14 9:55,,2022-04-14 9:54,2022-04-14 10:24,1,사고 ,올림픽대로 영동대교 성수대교 1차로 주의운전 고장 차량 -,127.0354351,37.53253782,
2022-04-14 9:57,,2022-04-14 9:56,2022-04-14 10:26,1,사고 ,올림픽대로 압구정방향 성수대교남측 연결램프 1차로 주의운전 고장 차량 서울청,127.0353336,37.53326316,
2022-04-14 9:57,,2022-04-14 9:58,2022-04-14 10:28,1,사고 ,동부간선도로 녹천교앞교차로 마들지하차도남측 4차로 추돌사고 동부간선로 도봉T출구→월계1교 성수JC 방향 -,127.0575101,37.63776512,
2022-04-14 9:58,,2022-04-14 9:56,2022-04-14 10:26,1,사고 ,올림픽대로 성수대교남측 상지카일룸1차 5차로 추돌사고 올림픽대로 성수대교남단→영동대교남단 하남 방향 -,127.05212,37.52824287,
2022-04-14 10:00,,2022-04-14 9:57,2022-04-14 10:27,1,사고 ,뚝섬로 옥수역 금호삼거리 1차로 승용차 관련. 후미 지체 교통사고 서울청,127.0208937,37.54209189,
2022-04-14 10:01,,2022-04-14 10:01,2022-04-14 10:31,1,사고 ,올림픽대로 성수대교 영동대교 5차로 승용차 관련. 후미 지체 교통사고 서울청,127.0489584,37.52889745,
2022-04-14 10:06,,2022-04-14 10:05,2022-04-14 10:35,1,사고 ,테헤란로 포스코사거리 선릉역 2차로 (승용차-승용차) 후미 지체 교통사고 서울청,127.0557808,37.50665766,
2022-04-14 10:06,,2022-04-14 10:06,2022-04-14 10:36,1,사고 ,남동대로 남동고가교 전재울사거리 1차로 주의운전 고장차량 -,126.7095144,37.44041978,
2022-04-14 10:07,,2022-04-14 10:02,2022-04-14 10:06,1,사고 ,올림픽대로 영동대교 언주로진출램프 1차로 후미 지체 고장 차량 서울청,127.0368436,37.53252838,
2022-04-14 10:10,,2022-04-14 10:09,2022-04-14 10:39,1,사고 ,동부간선도로 녹천교 초안산지하차도 3차로 후미 지체 교통사고 서울청,127.0574195,37.63776516,
2022-04-14 10:12,,2022-04-14 10:12,2022-04-14 10:42,1,사고 ,한가람로 풍납갑을아파트 삼표레미콘 진행방향 전체차로 주의운전 고장차량 -,127.1110297,37.5336404,
2022-04-14 10:13,,2022-04-14 10:13,2022-04-14 10:43,1,사고 ,일반국도20호선 모강교차로 원정교서측 1차로 주의운전 교통사고 -,128.756474,35.6509192,
